id,description
T-385/13 P-DEP,"Order of 27 April 2016, Marcuccio / Commission (T-385/13 P-DEP) ECLI:EU:T:2016:275"
T-386/13,"Order of 3 September 2014, KÄdainiÅ³ rajono OkainiÅ³ and others / Council and Commission (T-386/13) ECLI:EU:T:2014:754"
T-387/13,"Judgment of 18 September 2015, FederaciÃ³n Nacional de Cafeteros de Colombia / OHIM - Hautrive (COLOMBIANO HOUSE) (T-387/13) ECLI:EU:T:2015:647"
T-388/13,"Judgment of 26 February 2015, Costa Crociere / OHIM - Guerlain (SAMSARA) (T-388/13) ECLI:EU:T:2015:118"
T-389/13,"Order of 9 December 2013, Brown Brothers Harriman / OHIM (TRUST IN PARTNERSHIP) (T-389/13) ECLI:EU:T:2013:691APPEAL :  C-101/14"
T-390/13 AJ,"Order of 5 December 2013, Meister / Commission (T-390/13 AJ) ECLI:EU:T:2013:673"
T-390/13,"Order of 5 December 2013, Meister / Commission (T-390/13) ECLI:EU:T:2013:718APPEAL :  C-327/14"
T-391/13 AJ,"Order of 10 October 2013, GF / Parliament and others (T-391/13 AJ, unpublished) ECLI:EU:T:2013:555"
T-392/13,"Judgment of 15 September 2016, La Ferla / Commission and ECHA (T-392/13) ECLI:EU:T:2016:478"
T-392/13 DEP,"Order of 14 December 2017, La Ferla / Commission and ECHA (T-392/13 DEP) ECLI:EU:T:2017:929"
T-393/13,"Order of 14 April 2015, SolarWorld and Solsonica / Commission (T-393/13, unpublished) ECLI:EU:T:2015:211APPEAL :  C-312/15"
T-394/13,"Judgment of 18 November 2014, Photo USA Electronic Graphic / Council (T-394/13) ECLI:EU:T:2014:964APPEAL :  C-31/15"
T-395/13,"Judgment of 18 September 2015, Miettinen / Council (T-395/13) ECLI:EU:T:2015:648"
T-396/13,"Order of 26 January 2015, Dosen / OHIM - Gramm (Nano-Pad) (T-396/13, unpublished) ECLI:EU:T:2015:85"
T-397/13,"Order of 26 September 2013, Tilly-Sabco / Commission (T-397/13) ECLI:EU:T:2013:502"
T-397/13,"Judgment of 14 January 2016, Tilly-Sabco / Commission (T-397/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2016:8APPEAL :  C-183/16"
T-398/13,"Judgment of 15 July 2015, TVR Automotive / OHIM - TVR Italia (TVR ITALIA) (T-398/13) ECLI:EU:T:2015:503APPEAL :  C-500/15"
T-399/13,"Removed from the register on 10 October 2013, KO-Invest / OHIM - Kraft Foods Schweiz (Milkoshake For active people) (T-399/13) ECLI:EU:T:2013:554"
T-400/13,"Judgment of 23 September 2015, L'OrÃ©al / OHIM - Cosmetica Cabinas (AINHOA) (T-400/13) ECLI:EU:T:2015:670"
T-401/13,"Order of 5 December 2013, Miszczak / SÄd (T-401/13) ECLI:EU:T:2013:717"
T-402/13,"Judgment of 25 November 2014, Orange / Commission (T-402/13) ECLI:EU:T:2014:991"
T-403/13,"Order of 21 May 2015, APRAM / Commission (T-403/13) ECLI:EU:T:2015:317"
T-404/13,"Judgment of 14 July 2014, NIIT Insurance Technologies / OHIM (SUBSCRIBE) (T-404/13) ECLI:EU:T:2014:645"
T-405/13,"Judgment of 12 December 2014, Comptoir d'Ãpicure / OHIM - A-Rosa Akademie (da rosa) (T-405/13) ECLI:EU:T:2014:1072"
T-406/13,"Judgment of 14 January 2015, Gossio / Council (T-406/13) ECLI:EU:T:2015:7"
T-407/13,"Order of 22 December 2014, Al Assad / Council (T-407/13) ECLI:EU:T:2014:1119"
T-408/13,"Mayaleh / Council (T-408/13) , see Case  T-307/12"
T-409/13,"Removed from the register on 17 November 2014, Companhia Previdente and Socitrel / Commission (T-409/13)"
T-409/13 DEP,"Companhia Previdente and Socitrel / Commission (T-409/13 DEP) , see Case  T-413/10 DEP"
T-410/13,"Order of 30 September 2014, Bitiqi and others / Commission and others (T-410/13) ECLI:EU:T:2014:871"
T-411/13,"Removed from the register on 16 March 2017, T & L Sugars and Sidul AÃ§Ãºcares / Commission (T-411/13) ECLI:EU:T:2017:236"
T-412/13,"Judgment of 19 March 2015, Chin Haur Indonesia / Council (T-412/13) ECLI:EU:T:2015:163APPEALS :  C-247/15 C-253/15 C-259/15"
T-413/13,"Judgment of 19 March 2015, City Cycle Industries / Council (T-413/13) ECLI:EU:T:2015:164APPEALS :  C-248/15 C-254/15 C-260/15"
T-414/13,"Judgment of 2 December 2015, Tsujimoto / OHIM - Kenzo (KENZO ESTATE) (T-414/13) ECLI:EU:T:2015:923APPEAL :  C-85/16"
T-415/13 AJ,"Order of 4 October 2013, FN (T-415/13 AJ) ECLI:EU:T:2013:539"
T-416/13,"Order of 5 June 2014, Stanleybet Malta and Stanley International Betting / Commission (T-416/13) ECLI:EU:T:2014:567"
T-417/13,"Order of 12 November 2013, Vedel and others / France (T-417/13) ECLI:EU:T:2013:723"
T-418/13,"Order of 21 January 2015, Richter + Frenzel / OHIM - Ferdinand Richter (Richter+Frenzel) (T-418/13, unpublished) ECLI:EU:T:2015:62"
T-419/13,"Order of 6 May 2014, UniÃ³n de Almacenistas de Hierros de EspaÃ±a / Commission (T-419/13) ECLI:EU:T:2014:248"
T-420/13,"Judgment of 14 September 2015, Brouillard / Court of Justice (T-420/13) ECLI:EU:T:2015:633APPEAL :  C-590/15"
T-421/13 AJ,"Order of 8 November 2013, Bekerman / Conseil de l'Europe and Cour europÃ©enne des droits de l'homme (T-421/13 AJ) ECLI:EU:T:2013:611"
T-422/13,"Judgment of 5 April 2017, CPME and others / Council (T-422/13) ECLI:EU:T:2017:251APPEAL :  C-363/17"
T-423/13,"Judgment of 24 May 2016, Good Luck Shipping / Council (T-423/13 and T-64/14) ECLI:EU:T:2016:308"
T-424/13,"Judgment of 30 June 2016, Jinan Meide Casting / Council (T-424/13) ECLI:EU:T:2016:378"
T-425/13,"Judgment of 26 November 2015, Giant (China) / Council (T-425/13) ECLI:EU:T:2015:896APPEAL :  C-61/16"
T-425/13 DEP,"Order of 13 May 2019, Giant (China) / Council (T-425/13 DEP) ECLI:EU:T:2019:340"
T-426/13,"Judgment of 23 September 2015, L'OrÃ©al / OHIM - Cosmetica Cabinas (AINHOA) (T-426/13) ECLI:EU:T:2015:669APPEAL :  C-611/15"
T-427/13,"Order of 10 June 2014, Gruppo Norton / OHIM - MarÃ­n NicolÃ¡s (Gruppo Norton S.r.l.) (T-427/13) ECLI:EU:T:2014:566"
T-428/13,"Judgment of 17 September 2015, IOC-UK / Council (T-428/13) ECLI:EU:T:2015:649"
T-429/13,"Order of 21 October 2014, Bayer CropScience / Commission (T-429/13 and T-451/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2014:920"
T-429/13,"Judgment of 17 May 2018, Bayer CropScience / Commission (T-429/13 and T-451/13) ECLI:EU:T:2018:280APPEAL :  C-499/18"
T-429/13 REC,"Order of 17 September 2018, Bayer CropScience / Commission (T-429/13 REC and T-451/13 REC) ECLI:EU:T:2018:624"
T-430/13,"Judgment of 27 February 2015, EESC / Achab (T-430/13) ECLI:EU:T:2015:122"
T-431/13,"Order of 26 February 2014, MÃ©tropole Gestion / OHIM - Metropol (METROPOL) (T-431/13, unpublished) ECLI:EU:T:2015:139"
T-432/13,"Order of 23 October 2013, Kyriakidis and others / Greece and Perifereiakis Enotitas Serron (T-432/13) ECLI:EU:T:2013:577"
T-433/13,"Judgment of 5 May 2015, Petropars Iran and others / Council (T-433/13) ECLI:EU:T:2015:255"
T-434/13,"Judgment of 14 January 2016, Doux / Commission (T-434/13) ECLI:EU:T:2016:7"
T-435/13,"Removed from the register on 5 March 2014, Triarii / Commission (T-435/13) ECLI:EU:T:2014:148"
T-436/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-436/13 P) ECLI:EU:T:2013:692"
T-437/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-437/13 P) ECLI:EU:T:2013:693"
T-438/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-438/13 P) ECLI:EU:T:2013:694"
T-439/13,"Removed from the register on 27 February 2014, Fard and Sarkandi / Council (T-439/13) ECLI:EU:T:2014:124"
T-440/13,"Judgment of 11 December 2014, ""Millano"" Krzysztof Kotas / OHIM (Forme dâune boÃ®te de chocolats) (T-440/13) ECLI:EU:T:2014:1063"
T-441/13,"Order of 1 September 2015, Makhlouf / Council (T-441/13) ECLI:EU:T:2015:591"
T-442/13,"Removed from the register on 9 December 2014, Makhlouf / Council (T-442/13) ECLI:EU:T:2014:1092"
T-443/13,"Judgment of 21 January 2016, Makhlouf / Council (T-443/13) ECLI:EU:T:2016:27"
T-444/13 P,"Judgment of 10 October 2014, EMA / BU (T-444/13 P) ECLI:EU:T:2014:865"
T-445/13 AJ,"Order of 17 October 2013, GH / France (T-445/13 AJ) ECLI:EU:T:2013:668"
T-446/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-446/13 P) ECLI:EU:T:2013:695"
T-447/13 P,"Order of 2 October 2014, Marcuccio / Commission (T-447/13 P) ECLI:EU:T:2014:869"
T-447/13 P-DEP,"Order of 12 October 2017, Marcuccio / Commission (T-447/13 P-DEP) ECLI:EU:T:2017:725"
T-448/13,"Judgment of 3 June 2015, Bora Creations / OHIM - Beaute Prestige International (essence) (T-448/13) ECLI:EU:T:2015:357"
T-449/13,"Judgment of 12 November 2015, CEDC International / OHIM - Fabryka WÃ³dek Polmos ÅaÅcut (WISENT) (T-449/13) ECLI:EU:T:2015:839"
T-449/13 DEP,"Order of 21 September 2018, CEDC International / EUIPO - Fabryka WÃ³dek Polmos ÅaÅcut (WISENT) (T-449/13 DEP) ECLI:EU:T:2018:625"
T-450/13,"Judgment of 12 November 2015, CEDC International / OHIM - Fabryka WÃ³dek Polmos ÅaÅcut (WISENT VODKA) (T-450/13) ECLI:EU:T:2015:841"
T-450/13 DEP,"Order of 21 September 2018, CEDC International / EUIPO - Fabryka WÃ³dek Polmos ÅaÅcut (WISENT VODKA) (T-450/13 DEP) ECLI:EU:T:2018:626"
T-451/13,"Syngenta Crop Protection and others / Commission (T-451/13) , see Case  T-429/13"
T-451/13 REC,"Syngenta Crop Protection and others / Commission (T-451/13 REC) , see Case  T-429/13 REC"
T-452/13 AJ,"Order of 24 October 2013, GI / Croatie (T-452/13 AJ) ECLI:EU:T:2013:579"
T-453/13,"Judgment of 12 February 2015, Klaes / OHIM - Klaes Kunststoffe (Klaes) (T-453/13) ECLI:EU:T:2015:98"
T-454/13,"Judgment of 1 March 2017, SNCM / Commission (T-454/13) ECLI:EU:T:2017:134"
T-455/13 AJ,"Order of 17 October 2013, BV / Commission (T-455/13 AJ, unpublished) ECLI:EU:T:2013:580"
T-456/13,"Judgment of 25 March 2015, Sea Handling / Commission (T-456/13) ECLI:EU:T:2015:185APPEAL :  C-271/15"
T-457/13 P,"Judgment of 29 April 2015, CC / Parliament (T-457/13 P) ECLI:EU:T:2015:240"
T-458/13,"Judgment of 16 October 2014, LarraÃ±aga OtaÃ±o / OHIM (GRAPHENE) (T-458/13) ECLI:EU:T:2014:891"
T-459/13,"Judgment of 16 October 2014, LarraÃ±aga OtaÃ±o / OHIM (GRAPHENE) (T-459/13) ECLI:EU:T:2014:892"
T-460/13,"Judgment of 8 September 2016, Sun Pharmaceutical Industries and Ranbaxy (UK) / Commission (T-460/13) ECLI:EU:T:2016:453APPEAL :  C-586/16"
T-461/13 R,"Order of 16 October 2013, Spain / Commission (T-461/13 R) ECLI:EU:T:2013:545"
T-461/13,"Judgment of 26 November 2015, Spain / Commission (T-461/13) ECLI:EU:T:2015:891APPEAL :  C-81/16"
T-462/13 R,"Order of 16 October 2013, Comunidad AutÃ³noma del PaÃ­s Vasco and Itelazpi / Commission (T-462/13 R) ECLI:EU:T:2013:546"
T-462/13,"Judgment of 26 November 2015, Comunidad AutÃ³noma del PaÃ­s Vasco and Itelazpi / Commission (T-462/13) ECLI:EU:T:2015:902APPEAL :  C-66/16"
T-463/13,"Judgment of 26 November 2015, Comunidad AutÃ³noma de Galicia and Retegal / Commission (T-463/13 and T-464/13) ECLI:EU:T:2015:901APPEAL :  C-70/16"
T-464/13,"Retegal / Commission (T-464/13) , see Case  T-463/13"
T-465/13,"Judgment of 26 November 2015, Comunidad AutÃ³noma de CataluÃ±a and CTTI / Commission (T-465/13) ECLI:EU:T:2015:900APPEAL :  C-67/16"
T-466/13,"Removed from the register on 5 February 2014, Hermann Trollius / ECHA (T-466/13) ECLI:EU:T:2014:188"
T-467/13,"Judgment of 8 September 2016, Arrow Group and Arrow Generics / Commission (T-467/13) ECLI:EU:T:2016:450APPEAL :  C-601/16"
T-468/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-468/13 P) ECLI:EU:T:2013:713"
T-469/13,"Judgment of 8 September 2016, Generics (UK) / Commission (T-469/13) ECLI:EU:T:2016:454APPEAL :  C-588/16"
T-470/13,"Judgment of 8 September 2016, Merck / Commission (T-470/13) ECLI:EU:T:2016:452APPEAL :  C-614/16"
T-471/13,"Judgment of 8 September 2016, Xellia Pharmaceuticals and Alpharma / Commission (T-471/13) ECLI:EU:T:2016:460APPEAL :  C-611/16"
T-472/13,"Judgment of 8 September 2016, Lundbeck / Commission (T-472/13) ECLI:EU:T:2016:449APPEAL :  C-591/16"
T-473/13,"Order of 24 February 2015, G-Star Raw / OHIM - PepsiCo (PEPSI RAW) (T-473/13, unpublished) ECLI:EU:T:2015:132"
T-474/13,"Order of 28 November 2013, ADUGI Onlus and Confomef / Council and others (T-474/13) ECLI:EU:T:2013:662"
T-475/13,"Order of 28 November 2013, ADR Conciliando and ADR C&M Consulting / Council and others (T-475/13) ECLI:EU:T:2013:663"
T-476/13,"Order of 19 November 2013, Associazione sportiva Taranto calcio / Italy (T-476/13) ECLI:EU:T:2013:620APPEAL :  C-11/14"
T-477/13,"Removed from the register on 5 June 2014, Syrian Lebanese Commercial Bank / Council (T-477/13) ECLI:EU:T:2014:589"
T-478/13,"Order of 18 June 2014, NumberFour / OHIM - Inaer HelicÃ³pteros (ENFORE) (T-478/13) ECLI:EU:T:2014:593"
T-479/13,"Judgment of 10 October 2014, Marchiani / Parliament (T-479/13) ECLI:EU:T:2014:866APPEAL :  C-566/14"
T-480/13,"Judgment of 1 July 2014, You-View.tv / OHIM - YouView TV (YouView+) (T-480/13) ECLI:EU:T:2014:591"
T-481/13,"Removed from the register on 6 September 2017, Systran / Commission (T-481/13 and T-421/15) ECLI:EU:T:2017:594"
T-482/13,"Order of 21 February 2018, MedSkin Solutions Dr. Suwelack / EUIPO - Cryo-Save (CryoSafe) (T-482/13) ECLI:EU:T:2018:111"
T-483/13 R,"Order of 27 November 2013, Oikonomopoulos / Commission (T-483/13 R) ECLI:EU:T:2013:614"
T-483/13,"Judgment of 20 July 2016, Oikonomopoulos / Commission (T-483/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2016:421"
T-484/13,"Judgment of 18 November 2014, Lumene / OHIM (THE YOUTH EXPERTS) (T-484/13) ECLI:EU:T:2014:963"
T-485/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-485/13 P) ECLI:EU:T:2013:696"
T-486/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-486/13 P) ECLI:EU:T:2013:697"
T-487/13,"Judgment of 26 November 2015, Navarra de Servicios y Tecnologias / Commission (T-487/13) ECLI:EU:T:2015:899APPEAL :  C-68/16"
T-488/13,"Order of 22 January 2015, GEA Group / OHIM (engineering for a better world) (T-488/13) ECLI:EU:T:2015:64"
T-489/13,"Judgment of 30 June 2015, La Rioja Alta / OHIM - Aldi Einkauf (VIÃA ALBERDI) (T-489/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2015:446"
T-490/13,"Order of 27 February 2014, GJ / Court of Justice (T-490/13) ECLI:EU:T:2014:135APPEAL :  C-221/14"
T-491/13,"Judgment of 16 December 2015, Perfetti Van Melle Benelux / OHIM - Intercontinental Great Brands (TRIDENT PURE) (T-491/13) ECLI:EU:T:2015:979"
T-492/13,"Judgment of 3 March 2015, Schmidt Spiele / OHIM (ReprÃ©sentation d'un jeu de sociÃ©tÃ©) (T-492/13 and T-493/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2015:128"
T-493/13,"Schmidt Spiele / OHIM (ReprÃ©sentation d'un jeu de sociÃ©tÃ©) (T-493/13) , see Case  T-492/13"
T-494/13,"Judgment of 4 December 2014, Sales & Solutions / OHIM - INCEDA HOLDING (WATT ET WATT) (T-494/13 and T-495/13) ECLI:EU:T:2014:1022"
T-495/13,"Sales & Solutions / OHIM - Inceda Holding (Watt) (T-495/13) , see Case  T-494/13"
T-496/13,"Judgment of 11 June 2015, McCullough / Cedefop (T-496/13) ECLI:EU:T:2015:374"
T-497/13,"Order of 16 September 2014, Boston Scientific Neuromodulation / OHIM (PRECISION SPECTRA) (T-497/13) ECLI:EU:T:2014:791"
T-498/13,"Judgment of 11 December 2014, Nanu-Nana Joachim Hoepp / OHIM - Vincci Hoteles (NAMMU) (T-498/13) ECLI:EU:T:2014:1065"
T-499/13,"Judgment of 5 February 2015, nMetric / OHIM (SMARTER SCHEDULING) (T-499/13) ECLI:EU:T:2015:74"
T-500/13,"Removed from the register on 14 May 2014, Seatech International and others / Commission (T-500/13) ECLI:EU:T:2014:320"
T-501/13,"Judgment of 18 March 2016, Karl-May-Verlag / OHIM - Constantin Film Produktion (WINNETOU) (T-501/13) ECLI:EU:T:2016:161"
T-502/13,"Removed from the register on 16 July 2014, ASPA / OHIM - Banco Bilbao Vizcaya Argentaria (ARGENTARIA) (T-502/13) ECLI:EU:T:2014:688"
T-503/13 P,"Order of 19 June 2014, Marcuccio / Commission (T-503/13 P) ECLI:EU:T:2014:596"
T-504/13 P,"Order of 12 December 2013, Marcuccio / Commission (T-504/13 P) ECLI:EU:T:2013:714"
T-505/13 R,"Order of 8 January 2014, Stichting Sona and Nao / Commission (T-505/13 R) ECLI:EU:T:2014:1"
T-505/13,"Removed from the register on 19 March 2014, Stichting Sona and Nao / Commission (T-505/13) ECLI:EU:T:2014:166"
T-506/13,"Judgment of 7 November 2014, Urb Rulmenti Suceava / OHIM - Adiguzel (URB) (T-506/13) ECLI:EU:T:2014:940"
T-507/13,"Order of 14 January 2015, SolarWorld and others / Commission (T-507/13) ECLI:EU:T:2015:23APPEAL :  C-142/15"
T-508/13,"Judgment of 18 November 2015, Government of Malaysia / OHIM - Vergamini (HALAL MALAYSIA) (T-508/13) ECLI:EU:T:2015:861"
T-509/13,"Removed from the register on 1 October 2014, Ratioparts-Ersatzteile / OHIM - IIC (NORTHWOOD) (T-509/13) ECLI:EU:T:2014:870"
T-509/13,"Order of 26 November 2015, Ratioparts-Ersatzteile / OHIM - IIC (NORTHWOOD) (T-509/13) ECLI:EU:T:2015:957"
T-510/13,"Judgment of 17 December 2015, Italy / Commission (T-510/13) ECLI:EU:T:2015:1001"
T-511/13 AJ,"Order of 8 November 2013, Bekerman (T-511/13 AJ) ECLI:EU:T:2013:612"
T-512/13 P,"Judgment of 12 December 2014, AN / Commission (T-512/13 P) ECLI:EU:T:2014:1073"
T-513/13,"Judgment of 6 March 2015, Braun Melsungen / OHIM (SafeSet) (T-513/13) ECLI:EU:T:2015:140"
T-514/13,"Judgment of 10 June 2015, AgriCapital / OHIM - agri.capital (AGRI.CAPITAL) (T-514/13) ECLI:EU:T:2015:372APPEAL :  C-440/15"
T-515/13,"Judgment of 17 December 2015, Spain and others / Commission (T-515/13 and T-719/13) ECLI:EU:T:2015:1004APPEAL :  C-128/16"
T-515/13 RENV,"Judgment of 23 September 2020, Spain / Commission (T-515/13 RENV and T-719/13 RENV, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2020:434APPEAL :  C-649/20"
T-515/13 RENV-REC,"Order of 15 January 2021, Spain / Commission (T-515/13 RENV-REC, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:12"
T-516/13 AJ,"Order of 4 June 2014, CW / Council        (T-516/13 AJ) ECLI:EU:T:2014:587"
T-516/13,"Judgment of 30 June 2016, CW / Council    (T-516/13) ECLI:EU:T:2016:377"
T-517/13,"Judgment of 29 October 2015, Ãditions Quo Vadis / OHIM - GÃ³mez HernÃ¡ndez (""QUO VADIS"") (T-517/13) ECLI:EU:T:2015:816"
T-518/13,"Judgment of 5 July 2016, Future Enterprises / EUIPO - McDonald's International Property (MACCOFFEE) (T-518/13) ECLI:EU:T:2016:389"
T-519/13,"Judgment of 9 December 2014, Leder & Schuh International / OHIM - Epple (VALDASAAR) (T-519/13) ECLI:EU:T:2014:1036"
T-520/13,"Order of 3 September 2015, Philip Morris Benelux / Commission (T-520/13, unpublished) ECLI:EU:T:2015:702"
T-521/13,"Judgment of 7 July 2015, Alpinestars Research / OHIM - Tung Cho and Wang Yu (A ASTER) (T-521/13) ECLI:EU:T:2015:474"
T-522/13,"Judgment of 2 December 2015, Tsujimoto / OHIM - Kenzo (KENZO ESTATE) (T-522/13) ECLI:EU:T:2015:922APPEAL :  C-86/16"
T-523/13,"Removed from the register on 25 November 2013, Euromed / OHIM - DC Druck-Chemie (EUROSIL) (T-523/13) ECLI:EU:T:2013:664"
T-524/13,"Removed from the register on 25 November 2013, Euromed / OHIM - DC Druck-Chemie (EUROSIL) (T-524/13) ECLI:EU:T:2013:665"
T-525/13,"Judgment of 10 September 2015, H&M Hennes & Mauritz / OHIM - Yves Saint Laurent (Sacs Ã  main) (T-525/13) ECLI:EU:T:2015:617"
T-526/13,"Judgment of 10 September 2015, H&M Hennes & Mauritz / OHIM - Yves Saint Laurent (Sacs Ã  main) (T-526/13) ECLI:EU:T:2015:614"
T-527/13,"Judgment of 24 June 2015, Italy / Commission (T-527/13) ECLI:EU:T:2015:429APPEAL :  C-467/15"
T-528/13,"Judgment of 2 December 2015, Kenzo / OHIM - Tsujimoto (KENZO ESTATE) (T-528/13) ECLI:EU:T:2015:921APPEAL :  C-87/16"
T-529/13,"Judgment of 10 May 2016, IzsÃ¡k and Dabis / Commission (T-529/13) ECLI:EU:T:2016:282APPEAL :  C-420/16"
T-530/13,"Judgment of 12 December 2013, Room Seven / EUIPO - Seven (Room Seven) (T-530/13) ECLI:EU:T:2013:698"
T-531/13,"Order of 28 January 2015, Kicks Kosmetikkedjan / OHIM - Kik Textilien (KICKS) (T-531/13, unpublished) ECLI:EU:T:2015:86"
T-532/13,"Order of 28 January 2015, Kicks Kosmetikkedjan / OHIM - Kik Textilien (KICKS) (T-532/13, unpublished) ECLI:EU:T:2015:88"
T-533/13,"Removed from the register on 10 June 2016, Lithuania / Commission (T-533/13) ECLI:EU:T:2016:373"
T-534/13,"Judgment of 7 October 2015, Panrico / OHIM - HDN Development (Krispy Kreme DOUGHNUTS) (T-534/13) ECLI:EU:T:2015:751APPEAL :  C-655/15"
T-535/13,"Order of 13 January 2015, Vakoma / OHIM - VACOM (VAKOMA) (T-535/13) ECLI:EU:T:2015:24"
T-536/13,"Removed from the register on 17 April 2015, Microsoft / OHIM - Softkinetic Software (KINECT) (T-536/13) ECLI:EU:T:2015:233"
T-537/13,"Order of 19 September 2018, Roeckl Sporthandschuhe / EUIPO - Roeckl Handschuhe & Accessoires (RÃ©presentation d'un gant) (T-537/13) ECLI:EU:T:2018:574"
T-538/13,"Order of 2 September 2014, Verein Natura Havel and Vierhaus / Commission (T-538/13) ECLI:EU:T:2014:738"
T-539/13,"Order of 21 April 2016, Inclusion Alliance for Europe / Commission (T-539/13) ECLI:EU:T:2016:235APPEAL :  C-378/16"
T-539/13 RENV,"Order of 20 April 2021, Inclusion Alliance for Europe / Commission (T-539/13 RENV, PubliÃ© au Recueil numÃ©rique) ECLI:EU:T:2021:201"
T-540/13,"Order of 2 October 2015, SociÃ©tÃ© europÃ©enne des chaux and liants / ECHA (T-540/13) ECLI:EU:T:2015:783"
T-541/13,"Judgment of 26 November 2015, Abertis Telecom and RetevisiÃ³n I / Commission (T-541/13) ECLI:EU:T:2015:898APPEAL :  C-69/16"
T-542/13,"Removed from the register on 25 March 2014, Netherlands / Commission (T-542/13) ECLI:EU:T:2014:172"
T-543/13,"Judgment of 4 March 2015, Three-N-Products / OHIM - Munindra (PRANAYUR) (T-543/13) ECLI:EU:T:2015:134"
T-544/13,"Judgment of 11 November 2015, Dyson / Commission (T-544/13) ECLI:EU:T:2015:836APPEAL :  C-44/16"
T-544/13 RENV,"Judgment of 8 November 2018, Dyson / Commission (T-544/13 RENV) ECLI:EU:T:2018:761"
T-545/13,"Judgment of 30 June 2016, Al Matri / Council (T-545/13) ECLI:EU:T:2016:376"
T-546/13,"Judgment of 26 February 2016, Å umelj and others / Commission (T-546/13, T-108/14 and T-109/14) ECLI:EU:T:2016:107APPEAL :  C-239/16"
T-547/13,"Judgment of 8 October 2015, Rosian Express / OHIM (Forme dâune boÃ®te de jeu) (T-547/13) ECLI:EU:T:2015:769"
T-548/13,"Order of 16 May 2015, Aderans / OHIM - Ofer (VITALHAIR) (T-548/13) ECLI:EU:T:2015:432"
T-549/13,"Judgment of 14 January 2016, France / Commission (T-549/13) ECLI:EU:T:2016:6"
T-550/13,"Judgment of 11 November 2015, Greece / Commission (T-550/13) ECLI:EU:T:2015:835"
T-551/13,"Judgment of 26 March 2015, Radecki / OHIM - Vamed (AKTIVAMED) (T-551/13) ECLI:EU:T:2015:191"
T-552/13,"Judgment of 23 October 2015, Oil Turbo Compressor / Council (T-552/13) ECLI:EU:T:2015:805"
T-553/13,"Judgment of 2 December 2015, European Dynamics Luxembourg and EvropaÃ¯ki Dynamiki / entreprise commune Fusion for Energy (T-553/13) ECLI:EU:T:2015:918APPEAL :  C-88/16"
T-553/13,"Order of 16 April 2018, European Dynamics Luxembourg and EvropaÃ¯ki Dynamiki / Entreprise commune Fusion for Energy (T-553/13) ECLI:EU:T:2018:199"
T-554/13,"Removed from the register on 16 March 2017, Hungary / Commission (T-554/13) ECLI:EU:T:2017:195"
T-555/13,"Removed from the register on 10 January 2014, MHCS / OHIM - CompaÃ±Ã­a VinÃ­cola del Norte de EspaÃ±a (ICE IMPERIAL) (T-555/13) ECLI:EU:T:2014:20"
T-556/13,"Judgment of 25 November 2014, Verband der KÃ¶lnisch-Wasser Hersteller, KÃ¶ln / OHIM (Original Eau de Cologne) (T-556/13) ECLI:EU:T:2014:984APPEAL :  C-29/15"
T-557/13,"Judgment of 24 September 2015, Germany / Commission (T-557/13) ECLI:EU:T:2015:682"
T-558/13,"Judgment of 4 March 2015, FSA / OHIM - Motokit VeÃ­culos e AcessÃ³rios (FSA K-FORCE) (T-558/13) ECLI:EU:T:2015:135"
T-559/13,"Judgment of 3 June 2015, Giovanni Cosmetics / OHIM - Vasconcelos & GonÃ§alves (GIOVANNI GALLI) (T-559/13, PubliÃ© au Recueil numÃ©rique, Pub.ext.) ECLI:EU:T:2015:353"
T-560/13 AJ,"Order of 2 December 2013, BV / Commission (T-560/13 AJ) ECLI:EU:T:2013:649"
T-561/13,"Judgment of 15 July 2015, Spain / Commission (T-561/13) ECLI:EU:T:2015:496APPEAL :  C-506/15"
T-562/13,"Judgment of 4 February 2016, Isotis / Commission (T-562/13) ECLI:EU:T:2016:63"
T-563/13,"Judgment of 10 December 2015, Belgium / Commission (T-563/13) ECLI:EU:T:2015:951"
T-564/13,"Order of 5 December 2013, MartÃ­nez Ferriz / Spain (T-564/13) ECLI:EU:T:2013:650"
T-565/13 AJ,"Order of 5 December 2013, GK / Commission and Ombudsman (T-565/13 AJ) ECLI:EU:T:2013:651"
T-566/13,"Judgment of 29 April 2015, Hostel Tourist World / OHIM - WRI Nominees (HostelTouristWorld.com) (T-566/13) ECLI:EU:T:2015:239"
T-566/13 DEP,"Order of 6 March 2017, Hostel Tourist World / OHIM - WRI Nominees (HostelTouristWorld.com) (T-566/13 DEP) ECLI:EU:T:2017:158"
